recommender,userId,precision@5,recall@5,hit_rate@5,ndcg@5,precision@10,recall@10,hit_rate@10,ndcg@10,run_id,run_timestamp,run_label,candidate_mode,negatives_per_user,max_users,users_evaluated,positive_threshold,k_values,include_neumf,include_hybrid,hybrid_weights,diversity_weight,avg_candidates_per_user
neumf_rating_model,25,0.4,0.4,1.0,0.4703652827859579,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
neumf_rating_model,25,,,,,0.2,0.4,1.0,0.4703652827859579,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
neumf_ranking_model,25,0.6,0.6,1.0,0.6843515475204855,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
neumf_ranking_model,25,,,,,0.4,0.8,1.0,0.7864489426433972,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
popularity_bayes,35,0.0,0.0,0.0,0.0,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
popularity_bayes,35,,,,,0.1,0.25,1.0,0.13905617951077562,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
genre_personalized_popularity,35,0.0,0.0,0.0,0.0,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
genre_personalized_popularity,35,,,,,0.0,0.0,0.0,0.0,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
random,35,0.0,0.0,0.0,0.0,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
random,35,,,,,0.1,0.25,1.0,0.11751610475642714,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
item_item_knn,35,0.4,0.5,1.0,0.6366824387328317,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
item_item_knn,35,,,,,0.2,0.5,1.0,0.6366824387328317,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
hybrid_ranker,35,0.4,0.5,1.0,0.44149241373678083,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
hybrid_ranker,35,,,,,0.2,0.5,1.0,0.44149241373678083,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
neumf_rating_model,35,0.0,0.0,0.0,0.0,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
neumf_rating_model,35,,,,,0.0,0.0,0.0,0.0,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
neumf_ranking_model,35,0.2,0.25,1.0,0.3903800499921017,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
neumf_ranking_model,35,,,,,0.2,0.5,1.0,0.5294362295028773,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
popularity_bayes,38,0.2,0.25,1.0,0.3903800499921017,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
popularity_bayes,38,,,,,0.3,0.75,1.0,0.6436579276931672,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
genre_personalized_popularity,38,0.0,0.0,0.0,0.0,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
genre_personalized_popularity,38,,,,,0.0,0.0,0.0,0.0,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
random,38,0.2,0.25,1.0,0.16812753627111746,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
random,38,,,,,0.1,0.25,1.0,0.16812753627111746,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
item_item_knn,38,0.4,0.5,1.0,0.36331756126716835,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
item_item_knn,38,,,,,0.3,0.75,1.0,0.49344424459786884,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
hybrid_ranker,38,0.2,0.25,1.0,0.24630238874073,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
hybrid_ranker,38,,,,,0.2,0.5,1.0,0.369453583111095,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
neumf_rating_model,38,0.0,0.0,0.0,0.0,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
neumf_rating_model,38,,,,,0.1,0.25,1.0,0.123151194370365,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
neumf_ranking_model,38,0.2,0.25,1.0,0.3903800499921017,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
neumf_ranking_model,38,,,,,0.2,0.5,1.0,0.5205067333228022,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
popularity_bayes,44,0.0,0.0,0.0,0.0,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
popularity_bayes,44,,,,,0.0,0.0,0.0,0.0,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
genre_personalized_popularity,44,0.2,0.25,1.0,0.3903800499921017,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
genre_personalized_popularity,44,,,,,0.1,0.25,1.0,0.3903800499921017,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
random,44,0.0,0.0,0.0,0.0,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
random,44,,,,,0.1,0.25,1.0,0.11751610475642714,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
item_item_knn,44,0.2,0.25,1.0,0.15101961822780524,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
item_item_knn,44,,,,,0.2,0.5,1.0,0.2685357229842324,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
hybrid_ranker,44,0.2,0.25,1.0,0.3903800499921017,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
hybrid_ranker,44,,,,,0.3,0.75,1.0,0.6333518746717375,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
neumf_rating_model,44,0.0,0.0,0.0,0.0,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
neumf_rating_model,44,,,,,0.0,0.0,0.0,0.0,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
neumf_ranking_model,44,0.2,0.25,1.0,0.15101961822780524,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
neumf_ranking_model,44,,,,,0.3,0.75,1.0,0.4202024810692814,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
popularity_bayes,45,0.6,0.04918032786885246,1.0,0.6992148198508501,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
popularity_bayes,45,,,,,0.8,0.13114754098360656,1.0,0.8048109992093391,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
genre_personalized_popularity,45,0.6,0.04918032786885246,1.0,0.6548086577531307,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
genre_personalized_popularity,45,,,,,0.5,0.08196721311475409,1.0,0.5766882048947065,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
random,45,0.2,0.01639344262295082,1.0,0.16958010263680806,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
random,45,,,,,0.3,0.04918032786885246,1.0,0.25787537406449274,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
item_item_knn,45,1.0,0.08196721311475409,1.0,1.0,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
item_item_knn,45,,,,,1.0,0.16393442622950818,1.0,1.0,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
hybrid_ranker,45,1.0,0.08196721311475409,1.0,1.0,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
hybrid_ranker,45,,,,,0.9,0.14754098360655737,1.0,0.9337457765456111,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
neumf_rating_model,45,0.6,0.04918032786885246,1.0,0.4468535299918563,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
neumf_rating_model,45,,,,,0.5,0.08196721311475409,1.0,0.42696207545852366,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
neumf_ranking_model,45,1.0,0.08196721311475409,1.0,1.0,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
neumf_ranking_model,45,,,,,1.0,0.16393442622950818,1.0,1.0,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
popularity_bayes,49,0.6,0.75,1.0,0.5654495432396527,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
popularity_bayes,49,,,,,0.4,1.0,1.0,0.6955762265703532,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
genre_personalized_popularity,49,0.4,0.5,1.0,0.5855700749881525,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
genre_personalized_popularity,49,,,,,0.4,1.0,1.0,0.8159313210935148,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
random,49,0.2,0.25,1.0,0.24630238874073,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
random,49,,,,,0.1,0.25,1.0,0.24630238874073,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
item_item_knn,49,0.4,0.5,1.0,0.6366824387328317,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
item_item_knn,49,,,,,0.3,0.75,1.0,0.7495275800817669,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
hybrid_ranker,49,0.4,0.5,1.0,0.6366824387328317,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
hybrid_ranker,49,,,,,0.3,0.75,1.0,0.7541985434892589,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
neumf_rating_model,49,0.2,0.25,1.0,0.19519002499605084,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
neumf_rating_model,49,,,,,0.2,0.5,1.0,0.32531670832675136,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
neumf_ranking_model,49,0.8,1.0,1.0,0.9558295932317544,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
neumf_ranking_model,49,,,,,0.4,1.0,1.0,0.9558295932317544,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
popularity_bayes,50,1.0,0.5555555555555556,1.0,1.0,,,,,topk_ranking_neumf_phase4_corrected_sampled_100_negatives_20260604_193048,2026-06-04 19:30:48,ranking_neumf_phase4_corrected,sampled_100_negatives,100,100,100,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,115.16
